ESTADO,CH06,PONDIIO,PP04D_COD,NIVEL_ED,ANO4,PP04B_COD,TRIMESTRE,AGLOMERADO,CH04,Actividad,Periodo
1,42,362,55314.0,6,2017,9700,1,8,2,Actividades de los hogares como empleadores de personal doméstico,2017-T1
1,34,342,35323.0,4,2017,6000,1,8,1,Actividades de programación y difusión de radio y televisión,2017-T1
1,23,354,82312.0,4,2017,9503,1,8,1,Reparación de efectos de uso personal y doméstico,2017-T1
1,35,355,30314.0,5,2017,4803,1,8,1,"Comercio de alimentos, bebidas y tabaco",2017-T1
1,44,344,72113.0,3,2017,4000,1,8,1,Construcción,2017-T1
1,47,333,30113.0,3,2017,4808,1,8,2,Tiendas no especializadas con predominancia de alimento y bebidas,2017-T1
1,40,305,10333.0,6,2017,8401,1,8,1,Servicios de la administración pública y prestación pública de servicios a la comunidad,2017-T1
1,25,308,72314.0,3,2017,3600,1,8,1,"Captación, tratamiento y suministro de agua",2017-T1
1,28,325,72113.0,5,2017,4000,1,8,1,Construcción,2017-T1
1,54,365,20333.0,6,2017,8401,1,8,2,Servicios de la administración pública y prestación pública de servicios a la comunidad,2017-T1
1,26,362,20331.0,6,2017,6900,1,8,1,Actividades jurídicas y de contabilidad,2017-T1
1,36,315,90333.0,4,2017,4807,1,8,1,"Comercio de mercaderías n.c.p., incluso mercaderías usadas",2017-T1
1,40,365,30113.0,4,2017,4804,1,8,2,"Comercio de textiles y avíos, mercería, prendas de vestir, calzado, marroquinería y artículos similares",2017-T1
1,32,365,11131.0,6,2017,6900,1,8,1,Actividades jurídicas y de contabilidad,2017-T1
1,34,327,30113.0,6,2017,4803,1,8,1,"Comercio de alimentos, bebidas y tabaco",2017-T1
1,59,307,56314.0,4,2017,8401,1,8,1,Servicios de la administración pública y prestación pública de servicios a la comunidad,2017-T1
1,22,90,10333.0,5,2017,8501,1,8,1,"Enseñanza inicial y primaria, secundaria, terciaria, universitaria y de posgrado",2017-T1
1,36,197,10333.0,6,2017,8401,1,8,2,Servicios de la administración pública y prestación pública de servicios a la comunidad,2017-T1
1,42,323,72113.0,2,2017,4000,1,8,1,Construcción,2017-T1
1,36,391,7001.0,6,2017,4803,1,8,1,"Comercio de alimentos, bebidas y tabaco",2017-T1
1,39,421,10333.0,6,2017,8600,1,8,1,Actividades de atención a la salud humana,2017-T1
1,38,414,41312.0,5,2017,8501,1,8,2,"Enseñanza inicial y primaria, secundaria, terciaria, universitaria y de posgrado",2017-T1
1,49,359,40311.0,6,2017,8600,1,8,1,Actividades de atención a la salud humana,2017-T1
1,47,348,40311.0,6,2017,8600,1,8,2,Actividades de atención a la salud humana,2017-T1
1,41,313,56314.0,2,2017,8101,1,8,1,Servicios de apoyo a edificios y actividades de limpieza en general,2017-T1
1,49,334,41312.0,6,2017,8501,1,8,2,"Enseñanza inicial y primaria, secundaria, terciaria, universitaria y de posgrado",2017-T1
1,54,335,41312.0,6,2017,8501,1,8,1,"Enseñanza inicial y primaria, secundaria, terciaria, universitaria y de posgrado",2017-T1
1,25,382,48313.0,6,2017,8401,1,8,1,Servicios de la administración pública y prestación pública de servicios a la comunidad,2017-T1
1,46,346,80113.0,3,2017,9999,1,8,2,,2017-T1
1,50,347,80113.0,3,2017,9999,1,8,1,,2017-T1
1,23,338,80113.0,4,2017,9999,1,8,1,,2017-T1
1,29,392,72313.0,3,2017,2500,1,8,1,"Fabricación de productos elaborados de metal y servicios de trabajos de metales, excepto máquinas y",2017-T1
1,51,373,58323.0,2,2017,8401,1,8,1,Servicios de la administración pública y prestación pública de servicios a la comunidad,2017-T1
1,23,361,48313.0,4,2017,8401,1,8,2,Servicios de la administración pública y prestación pública de servicios a la comunidad,2017-T1
1,22,377,58323.0,4,2017,8401,1,8,1,Servicios de la administración pública y prestación pública de servicios a la comunidad,2017-T1
1,24,546,72314.0,1,2017,4000,1,8,1,Construcción,2017-T1
1,48,291,57314.0,2,2017,9700,1,8,2,Actividades de los hogares como empleadores de personal doméstico,2017-T1
1,53,311,57314.0,2,2017,9700,1,8,2,Actividades de los hogares como empleadores de personal doméstico,2017-T1
1,31,325,56314.0,4,2017,8101,1,8,2,Servicios de apoyo a edificios y actividades de limpieza en general,2017-T1
1,36,322,56314.0,4,2017,8401,1,8,1,Servicios de la administración pública y prestación pública de servicios a la comunidad,2017-T1
1,36,312,41312.0,4,2017,8501,1,8,2,"Enseñanza inicial y primaria, secundaria, terciaria, universitaria y de posgrado",2017-T1
1,17,300,57314.0,3,2017,9700,1,8,2,Actividades de los hogares como empleadores de personal doméstico,2017-T1
1,41,373,57313.0,4,2017,9602,1,8,2,Servicios de peluquería y tratamientos de belleza,2017-T1
1,42,387,30319.0,4,2017,0048,1,8,1,"Comercio, excepto de vehículos automotores y motocicletas",2017-T1
1,67,406,47314.0,2,2017,8000,1,8,1,Actividades de investigación y seguridad,2017-T1
1,37,187,30314.0,4,2017,4803,1,8,1,"Comercio de alimentos, bebidas y tabaco",2017-T1
1,52,341,34323.0,2,2017,4803,1,8,1,"Comercio de alimentos, bebidas y tabaco",2017-T1
1,42,335,10333.0,5,2017,8401,1,8,2,Servicios de la administración pública y prestación pública de servicios a la comunidad,2017-T1
1,31,335,35333.0,4,2017,8200,1,8,2,Actividades administrativas de oficinas y otras actividades auxiliares de las empresas,2017-T1
1,39,316,56313.0,4,2017,8501,1,8,2,"Enseñanza inicial y primaria, secundaria, terciaria, universitaria y de posgrado",2017-T1
1,19,321,72313.0,3,2017,4502,1,8,1,"Mantenimiento y reparación de vehículos automotores, excepto motocicletas",2017-T1
1,35,363,30314.0,4,2017,4803,1,8,1,"Comercio de alimentos, bebidas y tabaco",2017-T1
1,57,320,47313.0,4,2017,8000,1,8,1,Actividades de investigación y seguridad,2017-T1
1,45,343,30133.0,5,2017,9200,1,8,2,Actividades de juego de azar y apuestas,2017-T1
1,35,344,30133.0,3,2017,9200,1,8,1,Actividades de juego de azar y apuestas,2017-T1
1,59,318,20202.0,4,2017,3600,1,8,1,"Captación, tratamiento y suministro de agua",2017-T1
1,58,307,10333.0,4,2017,3501,1,8,2,"Generación, transmisión y distribución de energía eléctrica",2017-T1
1,34,313,72312.0,6,2017,3501,1,8,1,"Generación, transmisión y distribución de energía eléctrica",2017-T1
1,32,310,35332.0,6,2017,6100,1,8,1,Telecomunicaciones,2017-T1
1,32,336,56314.0,4,2017,8401,1,8,1,Servicios de la administración pública y prestación pública de servicios a la comunidad,2017-T1
1,24,223,72314.0,3,2017,4000,1,8,1,Construcción,2017-T1
1,48,386,55314.0,4,2017,9700,1,8,2,Actividades de los hogares como empleadores de personal doméstico,2017-T1
1,46,571,72113.0,2,2017,4000,1,8,1,Construcción,2017-T1
1,56,299,30113.0,2,2017,4803,1,8,1,"Comercio de alimentos, bebidas y tabaco",2017-T1
1,24,288,55314.0,4,2017,9700,1,8,2,Actividades de los hogares como empleadores de personal doméstico,2017-T1
1,47,189,30119.0,4,2017,0048,1,8,2,"Comercio, excepto de vehículos automotores y motocicletas",2017-T1
1,48,190,30113.0,4,2017,4803,1,8,1,"Comercio de alimentos, bebidas y tabaco",2017-T1
1,61,416,10333.0,4,2017,8401,1,8,1,Servicios de la administración pública y prestación pública de servicios a la comunidad,2017-T1
1,43,403,10333.0,4,2017,8401,1,8,2,Servicios de la administración pública y prestación pública de servicios a la comunidad,2017-T1
1,35,300,72313.0,2,2017,4000,1,8,1,Construcción,2017-T1
1,30,280,55314.0,2,2017,9700,1,8,2,Actividades de los hogares como empleadores de personal doméstico,2017-T1
1,56,355,55314.0,1,2017,9700,1,8,2,Actividades de los hogares como empleadores de personal doméstico,2017-T1
1,35,538,30314.0,4,2017,4806,1,8,1,Comercio de combustible para vehículos,2017-T1
1,50,319,80113.0,3,2017,1600,1,8,1,"Producción de madera y fabricación de productos de madera y corcho, excepto muebles; fabricación",2017-T1
1,40,326,57314.0,4,2017,8800,1,8,2,Servicios sociales sin alojamiento,2017-T1
1,34,308,80123.0,3,2017,1009,1,8,2,Elaboración de productos alimenticios n.c.p.,2017-T1
1,35,292,30313.0,2,2017,4803,1,8,1,"Comercio de alimentos, bebidas y tabaco",2017-T1
1,27,308,30113.0,6,2017,4804,1,8,2,"Comercio de textiles y avíos, mercería, prendas de vestir, calzado, marroquinería y artículos similares",2017-T1
1,30,317,48311.0,4,2017,8401,1,8,1,Servicios de la administración pública y prestación pública de servicios a la comunidad,2017-T1
1,42,208,40312.0,6,2017,8600,1,8,1,Actividades de atención a la salud humana,2017-T1
1,55,383,10333.0,4,2017,8401,1,8,1,Servicios de la administración pública y prestación pública de servicios a la comunidad,2017-T1
1,41,370,10333.0,6,2017,3600,1,8,2,"Captación, tratamiento y suministro de agua",2017-T1
1,33,178,30314.0,5,2017,4803,1,8,1,"Comercio de alimentos, bebidas y tabaco",2017-T1
1,31,178,48313.0,4,2017,8401,1,8,1,Servicios de la administración pública y prestación pública de servicios a la comunidad,2017-T1
1,56,403,48313.0,4,2017,8401,1,8,1,Servicios de la administración pública y prestación pública de servicios a la comunidad,2017-T1
1,55,400,40312.0,6,2017,8600,1,8,2,Actividades de atención a la salud humana,2017-T1
1,23,397,48313.0,4,2017,8401,1,8,1,Servicios de la administración pública y prestación pública de servicios a la comunidad,2017-T1
1,26,390,48313.0,4,2017,8401,1,8,2,Servicios de la administración pública y prestación pública de servicios a la comunidad,2017-T1
1,26,397,10313.0,4,2017,8401,1,8,1,Servicios de la administración pública y prestación pública de servicios a la comunidad,2017-T1
1,33,347,10333.0,4,2017,8600,1,8,2,Actividades de atención a la salud humana,2017-T1
1,27,397,51312.0,6,2017,9301,1,8,1,Actividades para la práctica deportiva,2017-T1
1,24,407,51312.0,6,2017,9999,1,8,1,,2017-T1
1,22,384,72314.0,4,2017,4000,1,8,1,Construcción,2017-T1
1,20,384,35314.0,4,2017,5300,1,8,1,Correo y servicios de mensajería,2017-T1
1,49,312,30133.0,3,2017,9200,1,8,2,Actividades de juego de azar y apuestas,2017-T1
1,29,312,30133.0,4,2017,9200,1,8,1,Actividades de juego de azar y apuestas,2017-T1
1,52,329,10333.0,3,2017,8401,1,8,1,Servicios de la administración pública y prestación pública de servicios a la comunidad,2017-T1
1,22,320,30113.0,3,2017,4803,1,8,1,"Comercio de alimentos, bebidas y tabaco",2017-T1
1,21,312,72113.0,3,2017,4000,1,8,1,Construcción,2017-T1
1,46,337,10333.0,4,2017,0010,1,8,1,Elaboración de productos alimenticios,2017-T1
1,59,335,56314.0,2,2017,8401,1,8,1,Servicios de la administración pública y prestación pública de servicios a la comunidad,2017-T1
1,36,359,34323.0,4,2017,4904,1,8,1,Transporte automotor de cargas,2017-T1
1,59,330,10333.0,2,2017,8401,1,8,2,Servicios de la administración pública y prestación pública de servicios a la comunidad,2017-T1
1,65,363,82112.0,2,2017,9503,1,8,1,Reparación de efectos de uso personal y doméstico,2017-T1
1,41,362,80313.0,4,2017,8401,1,8,1,Servicios de la administración pública y prestación pública de servicios a la comunidad,2017-T1
1,43,306,30113.0,4,2017,4803,1,8,1,"Comercio de alimentos, bebidas y tabaco",2017-T1
1,63,358,58113.0,7,2017,9700,1,8,1,Actividades de los hogares como empleadores de personal doméstico,2017-T1
1,31,336,56314.0,3,2017,8401,1,8,2,Servicios de la administración pública y prestación pública de servicios a la comunidad,2017-T1
1,26,337,56314.0,4,2017,8401,1,8,1,Servicios de la administración pública y prestación pública de servicios a la comunidad,2017-T1
1,45,320,55314.0,5,2017,9700,1,8,2,Actividades de los hogares como empleadores de personal doméstico,2017-T1
1,47,332,30332.0,3,2017,4501,1,8,1,"Venta de vehículos automotores, excepto motocicletas",2017-T1
1,31,233,71332.0,5,2017,3501,1,12,1,"Generación, transmisión y distribución de energía eléctrica",2017-T1
1,30,268,11131.0,6,2017,6900,1,12,2,Actividades jurídicas y de contabilidad,2017-T1
1,54,313,41312.0,6,2017,8501,1,12,2,"Enseñanza inicial y primaria, secundaria, terciaria, universitaria y de posgrado",2017-T1
1,39,317,41312.0,6,2017,8501,1,12,1,"Enseñanza inicial y primaria, secundaria, terciaria, universitaria y de posgrado",2017-T1
1,34,302,20332.0,6,2017,4000,1,12,1,Construcción,2017-T1
1,43,354,41312.0,6,2017,8501,1,12,1,"Enseñanza inicial y primaria, secundaria, terciaria, universitaria y de posgrado",2017-T1
1,36,240,34323.0,4,2017,1100,1,12,1,Elaboración de bebidas,2017-T1
1,61,238,10333.0,5,2017,8401,1,12,1,Servicios de la administración pública y prestación pública de servicios a la comunidad,2017-T1
1,26,279,20332.0,5,2017,6400,1,12,1,"Intermediación financiera y otros servicios financieros, excepto los de seguros y administración de fon-",2017-T1
1,27,235,10333.0,5,2017,8401,1,12,2,Servicios de la administración pública y prestación pública de servicios a la comunidad,2017-T1
1,34,259,57113.0,3,2017,9602,1,12,2,Servicios de peluquería y tratamientos de belleza,2017-T1
1,53,702,41312.0,6,2017,8501,1,12,1,"Enseñanza inicial y primaria, secundaria, terciaria, universitaria y de posgrado",2017-T1
1,68,309,10314.0,2,2017,7900,1,12,2,"Agencias de viajes, operadores turísticos y actividades conexas",2017-T1
1,25,249,30314.0,4,2017,4808,1,12,2,Tiendas no especializadas con predominancia de alimento y bebidas,2017-T1
1,52,501,5002.0,4,2017,4804,1,12,2,"Comercio de textiles y avíos, mercería, prendas de vestir, calzado, marroquinería y artículos similares",2017-T1
1,33,246,72314.0,4,2017,4000,1,12,1,Construcción,2017-T1
1,28,246,34323.0,4,2017,4903,1,12,1,Transporte automotor de pasajeros,2017-T1
1,28,258,41312.0,6,2017,9301,1,12,1,Actividades para la práctica deportiva,2017-T1
1,26,296,30132.0,5,2017,4811,1,12,1,"Venta al por menor por correo, televisión, internet y otros medios de comunicación",2017-T1
1,46,251,56313.0,4,2017,8501,1,12,1,"Enseñanza inicial y primaria, secundaria, terciaria, universitaria y de posgrado",2017-T1
1,44,284,10333.0,4,2017,8600,1,12,2,Actividades de atención a la salud humana,2017-T1
1,47,308,41332.0,6,2017,8501,1,12,1,"Enseñanza inicial y primaria, secundaria, terciaria, universitaria y de posgrado",2017-T1
1,39,344,40332.0,5,2017,8600,1,12,1,Actividades de atención a la salud humana,2017-T1
1,48,252,30314.0,4,2017,4803,1,12,1,"Comercio de alimentos, bebidas y tabaco",2017-T1
1,30,299,55314.0,4,2017,9700,1,12,2,Actividades de los hogares como empleadores de personal doméstico,2017-T1
1,27,577,40132.0,6,2017,9301,1,12,2,Actividades para la práctica deportiva,2017-T1
1,30,667,11331.0,6,2017,6900,1,12,1,Actividades jurídicas y de contabilidad,2017-T1
1,25,261,72314.0,3,2017,4000,1,12,1,Construcción,2017-T1
1,38,216,35314.0,4,2017,4904,1,12,1,Transporte automotor de cargas,2017-T1
1,65,487,72113.0,2,2017,4000,1,12,1,Construcción,2017-T1
1,35,214,72313.0,4,2017,9999,1,12,1,,2017-T1
1,25,282,57113.0,2,2017,7500,1,12,2,Actividades veterinarias,2017-T1
1,35,189,34123.0,4,2017,4903,1,12,1,Transporte automotor de pasajeros,2017-T1
1,35,244,49323.0,6,2017,8401,1,12,1,Servicios de la administración pública y prestación pública de servicios a la comunidad,2017-T1
1,51,263,72313.0,6,2017,4000,1,12,1,Construcción,2017-T1
1,50,263,47313.0,6,2017,8000,1,12,1,Actividades de investigación y seguridad,2017-T1
1,39,317,41312.0,6,2017,8501,1,12,2,"Enseñanza inicial y primaria, secundaria, terciaria, universitaria y de posgrado",2017-T1
1,53,757,81132.0,4,2017,9501,1,12,1,Reparación de equipos informáticos,2017-T1
1,32,303,30333.0,4,2017,4806,1,12,1,Comercio de combustible para vehículos,2017-T1
1,39,282,41312.0,6,2017,8501,1,12,2,"Enseñanza inicial y primaria, secundaria, terciaria, universitaria y de posgrado",2017-T1
1,25,308,10333.0,5,2017,6300,1,12,2,Actividades de servicios de información,2017-T1
1,50,266,10333.0,4,2017,4803,1,12,1,"Comercio de alimentos, bebidas y tabaco",2017-T1
1,47,313,41312.0,6,2017,8501,1,12,2,"Enseñanza inicial y primaria, secundaria, terciaria, universitaria y de posgrado",2017-T1
1,32,225,55314.0,3,2017,9700,1,12,2,Actividades de los hogares como empleadores de personal doméstico,2017-T1
1,38,311,72113.0,3,2017,4000,1,12,1,Construcción,2017-T1
1,45,316,41312.0,6,2017,8501,1,12,2,"Enseñanza inicial y primaria, secundaria, terciaria, universitaria y de posgrado",2017-T1
1,53,350,10333.0,5,2017,8401,1,12,1,Servicios de la administración pública y prestación pública de servicios a la comunidad,2017-T1
1,54,403,11311.0,5,2017,9200,1,12,2,Actividades de juego de azar y apuestas,2017-T1
1,41,326,41132.0,6,2017,8509,1,12,2,Otros tipos de enseñanza n.c.p.,2017-T1
1,44,662,40202.0,6,2017,8600,1,12,1,Actividades de atención a la salud humana,2017-T1
1,30,282,36314.0,4,2017,4803,1,12,1,"Comercio de alimentos, bebidas y tabaco",2017-T1
1,41,240,72313.0,3,2017,4000,1,12,1,Construcción,2017-T1
1,36,261,32314.0,3,2017,4803,1,12,1,"Comercio de alimentos, bebidas y tabaco",2017-T1
1,51,443,20131.0,6,2017,6900,1,12,1,Actividades jurídicas y de contabilidad,2017-T1
1,47,511,20132.0,4,2017,6900,1,12,2,Actividades jurídicas y de contabilidad,2017-T1
1,22,445,41312.0,5,2017,9301,1,12,1,Actividades para la práctica deportiva,2017-T1
1,55,290,40312.0,4,2017,8600,1,12,1,Actividades de atención a la salud humana,2017-T1
1,49,334,30113.0,4,2017,4808,1,12,2,Tiendas no especializadas con predominancia de alimento y bebidas,2017-T1
1,36,298,48313.0,5,2017,8401,1,12,1,Servicios de la administración pública y prestación pública de servicios a la comunidad,2017-T1
1,34,245,10112.0,6,2017,4805,1,12,1,"Comercio de materiales de construcción, artículos de ferretería, plomería, pinturería, espejos y artículos",2017-T1
1,33,259,10333.0,6,2017,1100,1,12,1,Elaboración de bebidas,2017-T1
1,58,547,10333.0,6,2017,8401,1,12,2,Servicios de la administración pública y prestación pública de servicios a la comunidad,2017-T1
1,38,241,40112.0,4,2017,9609,1,12,2,Servicios personales n.c.p.,2017-T1
1,18,346,82314.0,3,2017,4502,1,12,1,"Mantenimiento y reparación de vehículos automotores, excepto motocicletas",2017-T1
1,38,211,72313.0,2,2017,4000,1,12,1,Construcción,2017-T1
1,66,284,30113.0,6,2017,4803,1,12,2,"Comercio de alimentos, bebidas y tabaco",2017-T1
1,42,332,40312.0,6,2017,8600,1,12,2,Actividades de atención a la salud humana,2017-T1
1,69,561,10333.0,4,2017,8600,1,12,1,Actividades de atención a la salud humana,2017-T1
1,62,326,11131.0,6,2017,6900,1,12,1,Actividades jurídicas y de contabilidad,2017-T1
1,54,345,20332.0,4,2017,8401,1,12,1,Servicios de la administración pública y prestación pública de servicios a la comunidad,2017-T1
1,37,267,31113.0,6,2017,4807,1,12,1,"Comercio de mercaderías n.c.p., incluso mercaderías usadas",2017-T1
1,33,245,10333.0,5,2017,8401,1,12,2,Servicios de la administración pública y prestación pública de servicios a la comunidad,2017-T1
1,44,274,48332.0,6,2017,8402,1,12,1,Servicios de la seguridad social obligatoria,2017-T1
1,44,322,41333.0,6,2017,8501,1,12,2,"Enseñanza inicial y primaria, secundaria, terciaria, universitaria y de posgrado",2017-T1
1,50,350,72112.0,4,2017,4000,1,12,1,Construcción,2017-T1
1,41,411,41312.0,6,2017,8501,1,12,2,"Enseñanza inicial y primaria, secundaria, terciaria, universitaria y de posgrado",2017-T1
1,40,245,47203.0,4,2017,8000,1,12,1,Actividades de investigación y seguridad,2017-T1
1,42,555,30113.0,4,2017,4803,1,12,1,"Comercio de alimentos, bebidas y tabaco",2017-T1
1,37,547,30113.0,4,2017,4803,1,12,2,"Comercio de alimentos, bebidas y tabaco",2017-T1
1,24,250,30314.0,5,2017,4803,1,12,2,"Comercio de alimentos, bebidas y tabaco",2017-T1
1,63,338,72113.0,2,2017,4000,1,12,1,Construcción,2017-T1
1,23,357,72314.0,3,2017,4000,1,12,1,Construcción,2017-T1
1,29,257,10333.0,5,2017,6900,1,12,2,Actividades jurídicas y de contabilidad,2017-T1
1,57,259,72313.0,3,2017,8401,1,12,1,Servicios de la administración pública y prestación pública de servicios a la comunidad,2017-T1
1,49,498,40311.0,6,2017,8600,1,12,1,Actividades de atención a la salud humana,2017-T1
1,51,574,40311.0,6,2017,8600,1,12,2,Actividades de atención a la salud humana,2017-T1
1,42,291,34123.0,6,2017,4903,1,12,1,Transporte automotor de pasajeros,2017-T1
1,35,344,57314.0,4,2017,9700,1,12,2,Actividades de los hogares como empleadores de personal doméstico,2017-T1
1,36,176,47313.0,4,2017,8000,1,12,1,Actividades de investigación y seguridad,2017-T1
1,51,201,53314.0,4,2017,5601,1,12,1,"Servicios de expendio de comidas y bebidas, excepto por vendedores ambulantes",2017-T1
1,22,250,30314.0,3,2017,4810,1,12,2,Venta al por menor en puestos móviles y no realizadas en tiendas n.c.p.,2017-T1
1,59,286,80113.0,3,2017,2500,1,12,1,"Fabricación de productos elaborados de metal y servicios de trabajos de metales, excepto máquinas y",2017-T1
1,24,668,35323.0,4,2017,4903,1,12,2,Transporte automotor de pasajeros,2017-T1
1,26,680,34323.0,4,2017,4903,1,12,1,Transporte automotor de pasajeros,2017-T1
1,65,660,10201.0,5,2017,8401,1,12,2,Servicios de la administración pública y prestación pública de servicios a la comunidad,2017-T1
1,40,332,20331.0,6,2017,7200,1,12,2,Investigación y desarrollo,2017-T1
1,33,299,30314.0,3,2017,1100,1,12,1,Elaboración de bebidas,2017-T1
1,29,303,56314.0,2,2017,8600,1,12,2,Actividades de atención a la salud humana,2017-T1
1,31,566,10333.0,6,2017,6900,1,12,1,Actividades jurídicas y de contabilidad,2017-T1
1,48,295,32314.0,3,2017,4808,1,12,1,Tiendas no especializadas con predominancia de alimento y bebidas,2017-T1
1,41,299,30313.0,5,2017,4810,1,12,2,Venta al por menor en puestos móviles y no realizadas en tiendas n.c.p.,2017-T1
1,31,302,53314.0,3,2017,5601,1,12,1,"Servicios de expendio de comidas y bebidas, excepto por vendedores ambulantes",2017-T1
1,27,299,55314.0,4,2017,9700,1,12,2,Actividades de los hogares como empleadores de personal doméstico,2017-T1
1,39,259,20333.0,5,2017,6400,1,12,2,"Intermediación financiera y otros servicios financieros, excepto los de seguros y administración de fon-",2017-T1
1,37,546,5002.0,5,2017,9602,1,12,1,Servicios de peluquería y tratamientos de belleza,2017-T1
1,48,345,57113.0,6,2017,9602,1,12,2,Servicios de peluquería y tratamientos de belleza,2017-T1
1,66,281,82113.0,2,2017,9503,1,12,1,Reparación de efectos de uso personal y doméstico,2017-T1
1,22,271,30314.0,4,2017,4804,1,12,2,"Comercio de textiles y avíos, mercería, prendas de vestir, calzado, marroquinería y artículos similares",2017-T1
1,62,241,72313.0,7,2017,4000,1,12,1,Construcción,2017-T1
1,22,321,72313.0,4,2017,4000,1,12,1,Construcción,2017-T1
1,29,239,56314.0,4,2017,4903,1,12,1,Transporte automotor de pasajeros,2017-T1
1,24,339,30314.0,5,2017,4804,1,12,2,"Comercio de textiles y avíos, mercería, prendas de vestir, calzado, marroquinería y artículos similares",2017-T1
1,44,523,6001.0,5,2017,9999,1,12,1,,2017-T1
1,36,295,34323.0,4,2017,8101,1,12,1,Servicios de apoyo a edificios y actividades de limpieza en general,2017-T1
1,33,339,53313.0,4,2017,8101,1,12,2,Servicios de apoyo a edificios y actividades de limpieza en general,2017-T1
1,42,302,40322.0,6,2017,8600,1,12,1,Actividades de atención a la salud humana,2017-T1
1,52,1106,41313.0,6,2017,8501,1,12,1,"Enseñanza inicial y primaria, secundaria, terciaria, universitaria y de posgrado",2017-T1
1,25,935,10333.0,6,2017,8401,1,12,2,Servicios de la administración pública y prestación pública de servicios a la comunidad,2017-T1
1,24,337,10314.0,4,2017,8200,1,12,1,Actividades administrativas de oficinas y otras actividades auxiliares de las empresas,2017-T1
1,40,289,10322.0,4,2017,8401,1,12,1,Servicios de la administración pública y prestación pública de servicios a la comunidad,2017-T1
1,58,294,33114.0,3,2017,4804,1,12,2,"Comercio de textiles y avíos, mercería, prendas de vestir, calzado, marroquinería y artículos similares",2017-T1
1,25,232,56314.0,2,2017,8101,1,12,1,Servicios de apoyo a edificios y actividades de limpieza en general,2017-T1
1,25,199,58323.0,2,2017,8200,1,12,1,Actividades administrativas de oficinas y otras actividades auxiliares de las empresas,2017-T1
1,29,293,30314.0,4,2017,4808,1,12,2,Tiendas no especializadas con predominancia de alimento y bebidas,2017-T1
1,46,290,41312.0,6,2017,8501,1,12,2,"Enseñanza inicial y primaria, secundaria, terciaria, universitaria y de posgrado",2017-T1
1,46,294,41312.0,6,2017,8501,1,12,1,"Enseñanza inicial y primaria, secundaria, terciaria, universitaria y de posgrado",2017-T1
1,33,345,48313.0,4,2017,8401,1,12,1,Servicios de la administración pública y prestación pública de servicios a la comunidad,2017-T1
1,40,231,82123.0,4,2017,1400,1,12,2,"Confección de prendas de vestir, terminación y teñido de pieles",2017-T1
1,39,299,56314.0,2,2017,4501,1,12,1,"Venta de vehículos automotores, excepto motocicletas",2017-T1
1,49,403,10313.0,4,2017,8600,1,12,2,Actividades de atención a la salud humana,2017-T1
1,49,932,10333.0,5,2017,8401,1,12,2,Servicios de la administración pública y prestación pública de servicios a la comunidad,2017-T1
1,18,924,58313.0,5,2017,9302,1,12,1,Actividades de entretenimiento n.c.p,2017-T1
1,49,258,10333.0,4,2017,8501,1,12,1,"Enseñanza inicial y primaria, secundaria, terciaria, universitaria y de posgrado",2017-T1
1,36,297,10333.0,4,2017,8600,1,12,2,Actividades de atención a la salud humana,2017-T1
1,56,240,34123.0,1,2017,4904,1,12,1,Transporte automotor de cargas,2017-T1
1,26,281,30133.0,5,2017,4904,1,12,1,Transporte automotor de cargas,2017-T1
1,29,252,41312.0,6,2017,8501,1,12,1,"Enseñanza inicial y primaria, secundaria, terciaria, universitaria y de posgrado",2017-T1
1,55,480,5002.0,3,2017,4803,1,12,2,"Comercio de alimentos, bebidas y tabaco",2017-T1
1,69,329,30113.0,2,2017,4803,1,12,1,"Comercio de alimentos, bebidas y tabaco",2017-T1
1,37,278,72314.0,3,2017,4000,1,12,2,Construcción,2017-T1
1,54,244,30333.0,4,2017,4805,1,12,1,"Comercio de materiales de construcción, artículos de ferretería, plomería, pinturería, espejos y artículos",2017-T1
1,47,281,30113.0,2,2017,4808,1,12,2,Tiendas no especializadas con predominancia de alimento y bebidas,2017-T1
1,32,303,48323.0,4,2017,8401,1,12,1,Servicios de la administración pública y prestación pública de servicios a la comunidad,2017-T1
1,35,263,40312.0,6,2017,8401,1,12,2,Servicios de la administración pública y prestación pública de servicios a la comunidad,2017-T1
1,27,266,57314.0,3,2017,9700,1,12,2,Actividades de los hogares como empleadores de personal doméstico,2017-T1
1,54,746,41312.0,6,2017,8501,1,12,2,"Enseñanza inicial y primaria, secundaria, terciaria, universitaria y de posgrado",2017-T1
1,25,745,53313.0,4,2017,5601,1,12,1,"Servicios de expendio de comidas y bebidas, excepto por vendedores ambulantes",2017-T1
1,29,856,32332.0,4,2017,4804,1,12,2,"Comercio de textiles y avíos, mercería, prendas de vestir, calzado, marroquinería y artículos similares",2017-T1
1,51,301,30113.0,4,2017,4808,1,12,2,Tiendas no especializadas con predominancia de alimento y bebidas,2017-T1
1,52,275,58113.0,3,2017,9609,1,12,2,Servicios personales n.c.p.,2017-T1
1,54,484,5002.0,2,2017,4000,1,12,1,Construcción,2017-T1
1,30,306,30113.0,5,2017,4810,1,12,2,Venta al por menor en puestos móviles y no realizadas en tiendas n.c.p.,2017-T1
1,33,335,58132.0,5,2017,7400,1,12,1,"Otras actividades profesionales, científicas y técnicas",2017-T1
1,62,546,6001.0,6,2017,4903,1,12,1,Transporte automotor de pasajeros,2017-T1
1,26,260,34323.0,5,2017,4903,1,12,2,Transporte automotor de pasajeros,2017-T1
